ID	PARAMETER_ID	CONCEPT	DOCULECT	SUBGROUP	VALUE	FORM	TOKENS	IPA	COGIDS_BROAD	COGIDS_FINE	LATITUDE	LONGITUDE	SOURCE
11262	121_bean	BEAN	SantosReyesTepejilloMixtec	Mixtec	ⁿdūčì	ⁿdūčì	ⁿd u ³ tʃ i ¹	ⁿdu³tʃi¹	24	24	17.43262	-97.93997	josserand1983mixtec
11263	223_trousers	TROUSERS	SanAndresYutatioMixtec	Mixtec	sati	sati	s a ³ t i ³	sa³ti³	802	802	17.60626	-97.89428	williams2017diccionario
11264	87_salt	SALT	SantiagoTamazolaMixtec	Mixtec	ñì̧ì̧	ñì̧ì̧	ɲ ĩ ¹ ĩ ¹	ɲĩ¹ĩ¹	624	624	17.67041	-98.2216	josserand1983mixtec
11265	68_nine	NINE	TepangoMixtec	Mixtec	īīn	īīn	i ³ ĩ ³	i³ĩ³	490	490	16.90322	-99.08613	hills1990syntactic
11266	61_mouth	MOUTH	SanMiguelAhuehuetitlanMixtec	Mixtec	žǘʔǚ	žǘʔǚ	ʒ ʉ ⁵ ʔ ʉ ¹⁵	ʒʉ⁵ʔʉ¹⁵	447	447	17.67151	-98.32045	josserand1983mixtec
11267	100_thread	THREAD	SantaMariaPenolesMixtec	Mixtec	žúʔá	žúʔá	ʒ u ⁵ ʔ a ⁵	ʒu⁵ʔa⁵	768	768	17.07959	-97.00272	josserand1983mixtec
11268	161_comb	COMB	SanPedroAtoyacMixtec	Mixtec	kuka	kuka	k u k a	kuka	136	136	16.48865	-97.9864	josserand1983mixtec
11269	80_pumpkin	PUMPKIN	SantiagoTilantongoMixtec	Mixtec	žɨxɨ̧	žɨxɨ̧	ʒ ɨ x ɨ̃	ʒɨxɨ̃	570	570	17.3596	-97.3861	josserand1983mixtec
11274	112_wing	WING	SantoTomasOcotepecMixtec	Mixtec	ni̧xí̧	ni̧xí̧	n ĩ x ĩ ⁵	nĩxĩ⁵	853	853	17.14419	-97.76322	josserand1983mixtec
11275	187_skunk	SKUNK	SanJeronimoProgresoMixtec	Mixtec	ti-ñihí	ti-ñihí	t i ¹ + ɲ i ¹ ʔ i ⁵	ti¹+ɲi¹ʔi⁵	9 655	9 655	17.44616	-98.15466	shields1988syntactic
11276	66_near	NEAR	SanMiguelAhuehuetitlanMixtec	Mixtec	žati	žati	ʒ a t i	ʒati	459	459	17.67151	-98.32045	josserand1983mixtec
11277	82_rainprecipitation	RAIN (PRECIPITATION)	SanJuanCoatzospamMixtec	Mixtec	dávī	dávī	ð a ⁵ β i ¹	ða⁵βi¹	586	586	18.04875	-96.76363	small1990syntactic
11279	46_hole	HOLE	SanJuanTepeuxila1900Cuicatec	Cuicatec	iba	iba	i β a	iβa	341	341	18.72299	-95.84118	belmar1902el-cuicateco
11281	79_priest	PRIEST	SantaMariaYolotepecMixtec	Mixtec	sutu	sutu	s u t u	sutu	568	568	16.9648	-97.4537	josserand1983mixtec
11282	94_smallsingular	SMALL (SINGULAR)	SanSebastianTecomaxtlahuacaMixtec	Mixtec	loʔo	loʔo	l o ʔ o	loʔo	674	674	17.34568	-98.0312	josserand1983mixtec
11286	23_deer	DEER	SanBartolomeYucuaneMixtec	Mixtec	isu	isu	i s u	isu	164	164	17.2832	-97.4285	josserand1983mixtec
11287	37_foot	FOOT	PiedraAzulMixtec	Mixtec	xà'ǎ	xà'ǎ	ʃ a ¹ ʔ a ¹⁵	ʃa¹ʔa¹⁵	258	258	17.380833	-98.185833	mendoza2020vocabulario
11288	39_good	GOOD	SanPedroYosonamaMixtec	Mixtec	va'a	va'a	β a ʔ a	βaʔa	286	286	17.4272	-97.77267	gittlen2016gramatica
11290	73_path	PATH	SanAndresChicahuaxtla1890Triqui	Triqui	Treha	treha	ʈʂ e ʔ a	ʈʂeʔa	523	523	17.15612	-97.84007	belmar1897ensayo
11292	98_tasty	TASTY	SantaCatarinaTlaltempanMixtec	Mixtec	tna̧ʔa̧-ƀi	tna̧ʔa̧-ƀi	tⁿ ã ʔ ã	tⁿãʔã	1026	1026	18.61485	-98.08867	josserand1983mixtec
11293	93_slow	SLOW	SantiagoYosonduaMixtec	Mixtec	kwéé	kwéé	kʷ e ⁵ e ⁵	kʷe⁵e⁵	662	662	16.9042	-97.5018	farris1992syntactic
11294	4_banana	BANANA	SantoTomasOcotepecMixtec	Mixtec	ndīkā	ndīkā	ⁿd i ³ k a ³	ⁿdi³ka³	13	13	17.14419	-97.76322	alexander1988syntactic
11295	66_near	NEAR	TlahuapaMixtec	Mixtec	yachi	yachi	j a ³ tʃ i ³	ja³tʃi³	459	459	17.37553	-98.33826	reyes-basurto2020tlahuapa
11297	105_tree	TREE	SanJorgeNuchitaMixtec	Mixtec	žito	žito	ʒ i t o	ʒito	799	799	17.65569	-98.10499	josserand1983mixtec
11298	133_blame	BLAME	XayacatlanBravoMixtec	Mixtec	kʷàčī	kʷàčī	kʷ a ¹ tʃ i ³	kʷa¹tʃi³	61	61	18.2353	-97.97435	josserand1983mixtec
11299	17_cookingpot	COOKING POT	SantaMariaYucuhitiMixtec	Mixtec	kìsɨ̄	kìsɨ̄	k i ¹ s ɨ ³	ki¹sɨ³	138	138	17.03036	-97.78237	josserand1983mixtec
11300	186_root	ROOT	YoloxochitlMixtec	Mixtec	tio'¹o³	tio'¹o³	tʲ + o ¹ ʔ o ³	tʲ+o¹ʔo³	9 1048 619	9 1048 619	16.8059	-98.6293	amith2021recursos
11301	83_red	RED	SantoDomingoHuendioMixtec	Mixtec	kua'à	kua'à	kʷ a ³ ʔ a ¹	kʷa³ʔa¹	595	595	17.25296	-97.5054	becerra-roldan2015un-estudio
11302	207_hawk	HAWK	SanBartoloSoyaltepecMixtec	Mixtec	tađu̧	tađu̧	t a ð ũ	taðũ	192	192	17.5892	-97.1921	josserand1983mixtec
11303	227_clothes	CLOTHES	SantaMariaZacatepecMixtec	Mixtec	ja'ma	ja'ma	j a ʔ m a	jaʔma	112	112	16.7003	-97.9484	towne2011gramatica
11304	120_basket	BASKET	YucunaniMixtec	Mixtec	tsikàvíchi	tsikà-víchi	ts i ³ k a ¹ + β i ⁵ tʃ i ³	tsi³ka¹+βi⁵tʃi³	18 885	18T 885	17.300827	-97.893888	salazar2020yucunani
11305	46_hole	HOLE	SantaMariaZacatepecMixtec	Mixtec	yaƀi	yaƀi	j a β i	jaβi	341	341	16.7003	-97.9484	josserand1983mixtec
11306	167_furrow	FURROW	YucunutiBenitoJuarezMixtec	Mixtec	žiko	žiko	ʒ i k o	ʒiko	272	272	17.63409	-97.89151	josserand1983mixtec
11308	53_man	MAN	SanMarcoslaFlorMixtec	Mixtec	tsiàja	tsiàja	tsʲ a ¹ h a ³	tsʲa¹ha³	414	414	17.418889	-98.268611	Moisésp.c.
11311	184_pus	PUS	SanMiguelAchiutlaMixtec	Mixtec	lakʷa	lakʷa	l a kʷ a	lakʷa	574	574L	17.3065	-97.48886	josserand1983mixtec
11312	62_mud	MUD	SanJuanTeitaMixtec	Mixtec	ⁿdeʔyu	ⁿdeʔyu	ⁿd e ʔ j u	ⁿdeʔju	449	449	17.1542	-97.3899	josserand1983mixtec
11313	94_smallsingular	SMALL (SINGULAR)	SantaMariaAcatepecMixtec	Mixtec	či-waa	či-waa	tʃ i + w a a	tʃi+waa	676 680	676 680	16.76337	-97.98945	josserand1983mixtec
11314	210_post	POST	SanMiguelChicahuaMixtec	Mixtec	ti-đȩʔȩ	ti-đȩʔȩ	t i + ð ẽ ʔ ẽ	ti+ðẽʔẽ	4 387	4 387	17.63719	-97.19479	josserand1983mixtec
11315	198_urine	URINE	SanMiguelElGrandeMixtec	Mixtec	tɨ-šeše	tɨ-šeše	t ɨ ³ + ʃ e ³ ʃ e ³	tɨ³+ʃe³ʃe³	222 826	222 826	17.04688	-97.62248	josserand1983mixtec
11316	72_paper	PAPER	AlacatlatzalaMixtec	Mixtec	tutu	tutu	t u ³ t u ³	tu³tu³	520	520	17.25	-98.58	zylstra2012gramatica
11318	8_bigsingular	BIG (SINGULAR)	SantaMariaApazcoMixtec	Mixtec	kaʔnu̧	kaʔnu̧	k a ʔ n ũ	kaʔnũ	44	44	17.6143	-97.0657	josserand1983mixtec
11319	110_when	WHEN	SantiagoCacaloxtepecMixtec	Mixtec	na̧-(kii)	na̧-kii	n ã + k i i	nã+kii	839 163	839 163	17.7248	-97.7637	josserand1983mixtec
11320	151_uncle	UNCLE	SanEstebanAtatlahucaMixtec	Mixtec	stōō	stōō	s t o ³ o ³	sto³o³	824	824	17.07133	-97.67753	durr1987preliminary
11321	69_nose	NOSE	SanAgustinChayucoMixtec	Mixtec	šitʸi	šitʸi	ʃ i tʲ i	ʃitʲi	496	496	16.42	-97.83	josserand1983mixtec
11322	218_maguey	MAGUEY	SanPedroJicayanMixtec	Mixtec	yaƀi	yaƀi	j a β i	jaβi	409	409	16.45235	-98.0151	josserand1983mixtec
11323	88_salty	SALTY	AlcozaucaGuerreroMixtec	Mixtec	(ña̧)-uʔwa	uʔwa	u ʔ β a	uʔβa	628	628	17.3687	-98.3969	josserand1983mixtec
11324	275_sweet	SWEET	SantaCruzBravoMixtec	Mixtec	wiši	wiši	w i ʃ i	wiʃi	735	735	17.58093	-98.22383	josserand1983mixtec
11325	166_frog	FROG	SantiagoIxtaltepecMixtec	Mixtec	ⁿdi-đekʷe	ⁿdi-đekʷe	ⁿd i + ð e kʷ e	ⁿdi+ðekʷe	35 266	35 266	17.54171	-97.11437	josserand1983mixtec
11329	121_bean	BEAN	SantiagoIxtayutlaMixtec	Mixtec	ⁿdutʸi	ⁿdutʸi	ⁿd u tʲ i	ⁿdutʲi	24	24	16.5774	-97.5759	josserand1983mixtec
11331	181_oven	OVEN	CoicoyanlasFloresMixtec	Mixtec	šitu̧	šitu̧	ʃ i t ũ	ʃitũ	17	17	17.27301	-98.27588	josserand1983mixtec
11335	170_griddle	GRIDDLE	CuatzoquitengoMixtec	Mixtec	šiyo	šiyo	ʃ i j o	ʃijo	310	310	17.28835	-98.61552	josserand1983mixtec
11337	94_smallsingular	SMALL (SINGULAR)	SantaAnaCuauhtemocMixtec	Mixtec	li̧ʔⁿdi	li̧ʔⁿdi	l ĩ ʔ ⁿd i	lĩʔⁿdi	673	673N	17.98379	-96.79439	josserand1983mixtec
11338	81_rabbit	RABBIT	ElJicaralMixtec	Mixtec	leso	leso	l e ³ s o ³	le³so³	578	578L	17.12602	-98.196842	martin2020diccionario
11339	94_smallsingular	SMALL (SINGULAR)	SanMartinEstadoMixtec	Mixtec	loʔo	loʔo	l o ʔ o	loʔo	674	674	17.56721	-98.17607	josserand1983mixtec
11340	141_neck	NECK	SanMartinPerasMixtec	Mixtec	soOko̧	soOko̧	s o h k õ	sohkõ	465	465	17.35912	-98.23725	josserand1983mixtec
11341	94_smallsingular	SMALL (SINGULAR)	SantaCatarinaEstetlaMixtec	Mixtec	liʔli	liʔli	l i ʔ l i	liʔli	673	673	17.02627	-97.0974	josserand1983mixtec
11342	107_two	TWO	SanMiguelPiedrasMixtec	Mixtec	uu	uu	u u	uu	811	811	16.9944	-97.2056	josserand1983mixtec
11344	39_good	GOOD	SantaMariaHuazolotitlanMixtec	Mixtec	waʔa	waʔa	w a ʔ a	waʔa	286	286	16.3019	-97.91488	josserand1983mixtec
11346	8_bigsingular	BIG (SINGULAR)	SantaCruzItundujiaMixtec	Mixtec	kaʔnu̧	kaʔnu̧	k a ʔ n ũ	kaʔnũ	44	44	16.77876	-97.59753	josserand1983mixtec
11347	209_nixtamal	NIXTAMAL	LaBateaMixtec	Mixtec	tsa'á	tsa'á	ts a ³ ʔ a ⁵	tsa³ʔa⁵	492	492	17.35948	-97.83233	ramirez2020vocabulario
11348	78_pricklypearcactus	PRICKLY PEAR CACTUS	SantiagoJamiltepecMixtec	Mixtec	ƀi̧ʔⁿdʸa	ƀi̧ʔⁿdʸa	β ĩ ʔ ⁿdʲ a	βĩʔⁿdʲa	564	564	16.2279	-97.8417	josserand1983mixtec
11349	128_custardapple	CUSTARD APPLE	SantiagoJamiltepecMixtec	Mixtec	ndōkō	ndōkō	ⁿd o ³ k o ³	ⁿdo³ko³	161	161	16.2279	-97.8417	johnson1988syntactic
11350	139_lazy	LAZY	SantiagoJuxtlahuacaMixtec	Mixtec	kuši	kuši	k u ʃ i	kuʃi	379	379	17.3518	-98.0146	josserand1983mixtec
11351	71_one	ONE	SantaMariaJicaltepecMixtec	Mixtec	ì̧ì̧	ì̧ì̧	ĩ ¹ ĩ ¹	ĩ¹ĩ¹	507	507	16.38086	-98.04128	durr1987preliminary
11352	60_mountainorhill	MOUNTAIN OR HILL	SanPedroMolinosMixtec	Mixtec	žuku	žuku	ʒ u ³ k u ³	ʒu³ku³	437	437	17.10495	-97.54152	josserand1983mixtec
11353	171_honey	HONEY	SanPedroTidaaMixtec	Mixtec	ⁿduđi	ⁿduđi	ⁿd u ð i	ⁿduði	344	344	17.4142	-97.3333	josserand1983mixtec
11354	94_smallsingular	SMALL (SINGULAR)	SantiagoNuyooMixtec	Mixtec	lúlí	lúlí	l u ⁵ l i ⁵	lu⁵li⁵	673	673	17.0147	-97.76674	josserand1983mixtec
11355	17_cookingpot	COOKING POT	SanMarcoslaFlorMixtec	Mixtec	kìsi	kìsi	k i ¹ s i ³	ki¹si³	138	138	17.418889	-98.268611	Moisésp.c.
11356	94_smallsingular	SMALL (SINGULAR)	SantaCatarinaMechoacanMixtec	Mixtec	luʔlu	luʔlu	l u ʔ l u	luʔlu	673	673	16.33471	-97.83626	josserand1983mixtec
11358	122_beeswax	BEESWAX	SanJuanNumiMixtec	Mixtec	yu̧ma̧	yu̧ma̧	j ũ m ã	jũmã	33	33	17.39759	-97.70603	josserand1983mixtec
11359	161_comb	COMB	SanPedroTututepecMixtec	Mixtec	kuka	kuka	k u k a	kuka	136	136	16.12987	-97.6085	josserand1983mixtec
11360	160_cold	COLD	SantaLuciaMonteverdeMixtec	Mixtec	ƀixi̧	ƀixi̧	β i x ĩ	βixĩ	129	129	16.9969	-97.6277	josserand1983mixtec
11361	3_back	BACK	SanMartinDuraznosMixtec	Mixtec	sàtà	sàtà	s a ¹ t a ¹	sa¹ta¹	11	11	17.30502	-98.10188	hernandez2020san-martin
11363	206_greenbean	GREEN BEAN	SantosReyesTepejilloMixtec	Mixtec	ⁿčiči	ⁿčiči	ⁿtʃ i tʃ i	ⁿtʃitʃi	308	308	17.43262	-97.93997	josserand1983mixtec
11365	80_pumpkin	PUMPKIN	SantiagoTamazolaMixtec	Mixtec	žīkǐ	žīkǐ	ʒ i ³ k i ¹⁵	ʒi³ki¹⁵	570	570	17.67041	-98.2216	josserand1983mixtec
11366	99_ten	TEN	TepangoMixtec	Mixtec	ūshi	ūshi	u ³ ʃ i ¹	u³ʃi¹	761	761	16.90322	-99.08613	hills1990syntactic
11368	46_hole	HOLE	SanPedroAtoyacMixtec	Mixtec	yawi	yawi	j a w i	jawi	341	341	16.48865	-97.9864	josserand1983mixtec
11369	97_sugarcane	SUGAR CANE	SantiagoTilantongoMixtec	Mixtec	ⁿdoo	ⁿdoo	ⁿd o o	ⁿdoo	734	734	17.3596	-97.3861	josserand1983mixtec
11374	44_heavy	HEAVY	SanMiguelAhuehuetitlanMixtec	Mixtec	vee	vee	β e e	βee	326	326	17.67151	-98.32045	josserand1983mixtec
11376	179_net	NET	SanJuanTepeuxila1900Cuicatec	Cuicatec	yana	yana	j a n a	jana	469	469	18.72299	-95.84118	belmar1902el-cuicateco
11378	39_good	GOOD	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ƀaʔa	ƀaʔa	β a ʔ a	βaʔa	286	286	17.34568	-98.0312	josserand1983mixtec
11381	213_squirrel	SQUIRREL	SanBartolomeYucuaneMixtec	Mixtec	kʷȩnȩ	kʷȩnȩ	kʷ ẽ n ẽ	kʷẽnẽ	698	698	17.2832	-97.4285	josserand1983mixtec
11382	25_disease	DISEASE	PiedraAzulMixtec	Mixtec	kuè'è	kuè'è	kʷ e ¹ ʔ e ¹	kʷe¹ʔe¹	172	172	17.380833	-98.185833	mendoza2020vocabulario
11383	275_sweet	SWEET	SanPedroYosonamaMixtec	Mixtec	vixin	vixin	β i ʃ ĩ	βiʃĩ	735	735	17.4272	-97.77267	gittlen2016gramatica
11385	1_animal	ANIMAL	SanAndresChicahuaxtla1890Triqui	Triqui	Chukuha	chukuha	ʃ u k u ʔ a	ʃukuʔa	3	3	17.15612	-97.84007	belmar1897ensayo
11386	116_year	YEAR	SantiagoYosonduaMixtec	Mixtec	kwīyā	kwīyā	kʷ i ³ j a ³	kʷi³ja³	872	872	16.9042	-97.5018	farris1992syntactic
11387	128_custardapple	CUSTARD APPLE	SantoTomasOcotepecMixtec	Mixtec	ndōkō	ndōkō	ⁿd o ³ k o ³	ⁿdo³ko³	161	161	17.14419	-97.76322	alexander1988syntactic
11389	110_when	WHEN	XayacatlanBravoMixtec	Mixtec	nā̧	nā̧	ã m ã	ãmã	840	840	18.2353	-97.97435	josserand1983mixtec
11390	134_fire	FIRE	SantaMariaYucuhitiMixtec	Mixtec	ñū̧ʔū̧	ñū̧ʔū̧	ɲ ũ ³ ʔ ũ ³	ɲũ³ʔũ³	240	240	17.03036	-97.78237	josserand1983mixtec
11391	195_thorn	THORN	YoloxochitlMixtec	Mixtec	i³ñu⁴	i³ñu⁴	i ³ ɲ u ⁵	i³ɲu⁵	764	764	16.8059	-98.6293	amith2021recursos
11392	117_yellow	YELLOW	SantoDomingoHuendioMixtec	Mixtec	kuaan	kuaan	kʷ a ³ ã ³	kʷa³ã³	876	876	17.25296	-97.5054	becerra-roldan2015un-estudio
11393	89_scorpion	SCORPION	SanBartoloSoyaltepecMixtec	Mixtec	ⁿdi-đu̧ʔma̧	ⁿdi-đu̧ʔma̧	ⁿd i + ð ũ ʔ m ã	ⁿdi+ðũʔmã	35 635	35 635	17.5892	-97.1921	josserand1983mixtec
11395	200_boxorchest	BOX OR CHEST	YucunaniMixtec	Mixtec	tsàtǔ	tsàtǔ	ts a ¹ t u ¹⁵	tsa¹tu¹⁵	79	79	17.300827	-97.893888	salazar2020yucunani
11397	194_tassel	TASSEL	SantiagoApoalaMixtec	Mixtec	žoko	žoko	ʒ o k o	ʒoko	751	751	17.6143	-97.0657	josserand1983mixtec
11399	147_sandal	SANDAL	SanMiguelAchiutlaMixtec	Mixtec	ⁿdixa̧	ⁿdixa̧	ⁿd i x ã	ⁿdixã	631	631	17.3065	-97.48886	josserand1983mixtec
11400	165_foam	FOAM	SanJuanTeitaMixtec	Mixtec	ti-i̧ñu̧	ti-i̧ñu̧	t i + ĩ ɲ ũ	ti+ĩɲũ	9 250	9 250	17.1542	-97.3899	josserand1983mixtec
11401	94_smallsingular	SMALL (SINGULAR)	SantaMariaAcatepecMixtec	Mixtec	luʔlu	luʔlu	l u ʔ l u	luʔlu	673	673	16.76337	-97.98945	josserand1983mixtec
11402	177_mat	MAT	SanMiguelChicahuaMixtec	Mixtec	žuu	žuu	ʒ u u	ʒuu	416	416	17.63719	-97.19479	josserand1983mixtec
11404	147_sandal	SANDAL	SanMiguelElGrandeMixtec	Mixtec	ⁿdixā̧	ⁿdixā̧	ⁿd i ³ x ã ¹	ⁿdi³xã¹	631	631	17.04688	-97.62248	josserand1983mixtec
11405	62_mud	MUD	AlacatlatzalaMixtec	Mixtec	nda̠'yi̠	nda̠'yi̠	ⁿd a ¹ ʔ j i ¹	ⁿda¹ʔji¹	449	449	17.25	-98.58	zylstra2012gramatica
11407	114_word	WORD	SanMiguelElGrandeMixtec	Mixtec	tū̧ʔu̧	tū̧ʔu̧	t ũ ¹ ʔ ũ ³	tũ¹ʔũ³	863	863	17.04688	-97.62248	josserand1983mixtec
11408	94_smallsingular	SMALL (SINGULAR)	SantaMariaApazcoMixtec	Mixtec	luči	luči	l u tʃ i	lutʃi	673	673T	17.6143	-97.0657	josserand1983mixtec
11409	15_childdescendant	CHILD (DESCENDANT)	SantiagoChazumbaMixtec	Mixtec	đeʔe	đeʔe	ð e ʔ e	ðeʔe	103	103	18.1541	-97.7873	josserand1983mixtec
11412	18_corn	CORN	SanPedroJicayanMixtec	Mixtec	nu̧ni̧	nu̧ni̧	n ũ n ĩ	nũnĩ	141	141	16.45235	-98.0151	josserand1983mixtec
11413	139_lazy	LAZY	AlcozaucaGuerreroMixtec	Mixtec	ʃu⁴ʃã³	ʃu⁴ʃã³	ʃ u ⁵ ʃ ã ³	ʃu⁵ʃã³	377	377	17.3687	-98.3969	swanton2020observaciones
11414	88_salty	SALTY	SantaCruzBravoMixtec	Mixtec	uʔwa	uʔwa	u ʔ w a	uʔwa	628	628	17.58093	-98.22383	josserand1983mixtec
11415	207_hawk	HAWK	SantiagoIxtaltepecMixtec	Mixtec	đi̧ʔỹa̧	đi̧ʔỹa̧	ð ĩ ʔ j̃ ã	ðĩʔj̃ã	193	193	17.54171	-97.11437	josserand1983mixtec
11416	198_urine	URINE	ChalcatongoHidalgoMixtec	Mixtec	tíšešé	tí-šešé	t i ⁵ + ʃ e ³ ʃ e ⁵	ti⁵+ʃe³ʃe⁵	222 826	222 826	17.03226	-97.57074	macaulay1996grammar
11419	250_eagle	EAGLE	SanPedroJocotipacMixtec	Mixtec	tađu̧	tađu̧	t a ð ũ	taðũ	192	192	17.7687	-97.07983	josserand1983mixtec
11420	206_greenbean	GREEN BEAN	SantiagoIxtayutlaMixtec	Mixtec	ⁿdʸitʸi	ⁿdʸitʸi	ⁿdʲ i tʲ i	ⁿdʲitʲi	308	308	16.5774	-97.5759	josserand1983mixtec
11422	134_fire	FIRE	CoicoyanlasFloresMixtec	Mixtec	ñú̧ʔū̧	ñú̧ʔū̧	ɲ ũ ⁵ ʔ ũ ³	ɲũ⁵ʔũ³	240	240	17.27301	-98.27588	josserand1983mixtec
11426	17_cookingpot	COOKING POT	CuatzoquitengoMixtec	Mixtec	kisi	kisi	k i s i	kisi	138	138	17.28835	-98.61552	josserand1983mixtec
11427	114_word	WORD	SanPedroJocotipacMixtec	Mixtec	to̧ʔo̧	to̧ʔo̧	t õ ʔ õ	tõʔõ	863	863	17.7687	-97.07983	josserand1983mixtec
11428	17_cookingpot	COOKING POT	SanEstebanAtatlahucaMixtec	Mixtec	quɨ̄sɨ	quɨ̄sɨ	k ɨ ¹ s ɨ ³	kɨ¹sɨ³	138	138	17.07133	-97.67753	alexander1980gramatica
11430	39_good	GOOD	SantaAnaCuauhtemocMixtec	Mixtec	waʔa	waʔa	w a ʔ a	waʔa	286	286	17.98379	-96.79439	josserand1983mixtec
11431	46_hole	HOLE	CuyamecalcoVillaZaragozaMixtec	Mixtec	yawi	yawi	j a w i	jawi	341	341	18.0821	-96.7314	josserand1983mixtec
11432	179_net	NET	CuyamecalcoVillaZaragozaMixtec	Mixtec	yu̧nu̧	yu̧nu̧	j ũ n ũ	jũnũ	469	469	18.0821	-96.7314	josserand1983mixtec
11433	215_vulture	VULTURE	ElJicaralMixtec	Mixtec	lanko	lanko	l a ³ ⁿg o ³	la³ⁿgo³	835	835	17.12602	-98.196842	martin2020diccionario
11435	88_salty	SALTY	SanMartinEstadoMixtec	Mixtec	oʔƀa	oʔƀa	o ʔ β a	oʔβa	628	628	17.56721	-98.17607	josserand1983mixtec
11436	205_fingernail	FINGERNAIL	SanMartinPerasMixtec	Mixtec	čī̧Iī̧	čī̧Iī̧	tʃ ĩ ³ h ĩ ³	tʃĩ³hĩ³	237	237	17.35912	-98.23725	josserand1983mixtec
11437	39_good	GOOD	SantaCatarinaEstetlaMixtec	Mixtec	waʔa	waʔa	w a ʔ a	waʔa	286	286	17.02627	-97.0974	josserand1983mixtec
11438	181_oven	OVEN	SanFranciscoSayultepecMixtec	Mixtec	čitu̧	čitu̧	tʃ i t ũ	tʃitũ	17	17	16.59537	-98.12933	josserand1983mixtec
11439	38_four	FOUR	SanMiguelPiedrasMixtec	Mixtec	xɨ̧mɨ̧	xɨ̧mɨ̧	x ɨ̃ m ɨ̃	xɨ̃mɨ̃	260	260	16.9944	-97.2056	josserand1983mixtec
11440	24_dew	DEW	IxpantepecNievesMixtec	Mixtec	žužu	žužu	ʒ u ʒ u	ʒuʒu	167	167	17.50717	-98.04556	josserand1983mixtec
11441	275_sweet	SWEET	SantaMariaHuazolotitlanMixtec	Mixtec	wiši	wiši	w i ʃ i	wiʃi	735	735	16.3019	-97.91488	josserand1983mixtec
11443	94_smallsingular	SMALL (SINGULAR)	SantaCruzItundujiaMixtec	Mixtec	čala	čala	tʃ a l a	tʃala	679	679	16.77876	-97.59753	josserand1983mixtec
11444	203_corndough	CORN DOUGH	LaBateaMixtec	Mixtec	yútsa	yútsa	j u ⁵ ts a ³	ju⁵tsa³	142	142	17.35948	-97.83233	ramirez2020vocabulario
11445	219_mamey	MAMEY	SantiagoJamiltepecMixtec	Mixtec	ⁿdʸika	ⁿdʸika	ⁿdʲ i k a	ⁿdʲika	411	411	16.2279	-97.8417	josserand1983mixtec
11446	134_fire	FIRE	SantiagoJamiltepecMixtec	Mixtec	ñuhu	ñuhu	ɲ u ¹ ʔ u ¹	ɲu¹ʔu¹	240	240	16.2279	-97.8417	johnson1988syntactic
11448	66_near	NEAR	SantiagoJuxtlahuacaMixtec	Mixtec	žatʸi	žatʸi	ʒ a tʲ i	ʒatʲi	459	459	17.3518	-98.0146	josserand1983mixtec
11450	107_two	TWO	SantaMariaJicaltepecMixtec	Mixtec	úƀí	úƀí	u ⁵ β i ⁵	u⁵βi⁵	811	811	16.38086	-98.04128	durr1987preliminary
11451	183_plain	PLAIN	SanPedroMolinosMixtec	Mixtec	ⁿȼuʔƀa	ⁿȼuʔƀa	ⁿts u ʔ β a	ⁿtsuʔβa	537	537	17.10495	-97.54152	josserand1983mixtec
11452	27_egg	EGG	SanPedroTidaaMixtec	Mixtec	ⁿdiwi	ⁿdiwi	ⁿd i w i	ⁿdiwi	204	204	17.4142	-97.3333	josserand1983mixtec
11453	39_good	GOOD	SantiagoNuyooMixtec	Mixtec	ƀàʔā	ƀàʔā	β a ¹ ʔ a ³	βa¹ʔa³	286	286	17.0147	-97.76674	josserand1983mixtec
11454	134_fire	FIRE	SanMarcoslaFlorMixtec	Mixtec	ñu'ù	ñu'ù	ɲ u ³ ʔ u ¹	ɲu³ʔu¹	240	240	17.418889	-98.268611	Moisésp.c.
11455	39_good	GOOD	SantaCatarinaMechoacanMixtec	Mixtec	waʔa	waʔa	w a ʔ a	waʔa	286	286	16.33471	-97.83626	josserand1983mixtec
11457	99_ten	TEN	GuadalupeVillahermosaMixtec	Mixtec	ʔùsì	ʔùsì	u ¹ s i ¹	u¹si¹	761	761	17.75898	-98.01539	josserand1983mixtec
11458	117_yellow	YELLOW	SanJuanNumiMixtec	Mixtec	(xa)-kʷa̧a̧	xa-kʷa̧a̧	x a + kʷ ã ã	xa+kʷãã	233 876	233 876	17.39759	-97.70603	josserand1983mixtec
11459	179_net	NET	SanPedroTututepecMixtec	Mixtec	yo̧no̧	yo̧no̧	j õ n õ	jõnõ	469	469	16.12987	-97.6085	josserand1983mixtec
11460	145_raw	RAW	SanSebastianMonteMixtec	Mixtec	yíí	yíí	j i ⁵ i ⁵	ji⁵i⁵	591	591	17.6793	-98.02259	solano2020san-sebastian
11461	48_hot	HOT	SantaLuciaMonteverdeMixtec	Mixtec	i̧ʔni̧	i̧ʔni̧	ĩ ʔ n ĩ	ĩʔnĩ	357	357	16.9969	-97.6277	josserand1983mixtec
11462	54_meat	MEAT	SanAgustinTlacotepecMixtec	Mixtec	sa̧ʔa̧	sa̧ʔa̧	k ũ ɲ ũ	kũɲũ	418	418	17.20365	-97.51853	josserand1983mixtec
